Name,Furniture Type,Material,Color,Feel,Is_Accessory,Dimensions (cm)
Plastic Table Model 9956,Table,Plastic,Red,Traditional,FALSE,123x35x119
Eco Plywood Dining Table Model 4189,Dining Table,Plywood,White,Modern,TRUE,144x116x54
Compact Walnut Dining Table Model 7323,Dining Table,Walnut,Beige,Minimalist,FALSE,122x108x22
Glass Desk Model 3785,Desk,Glass,Natural,Traditional,FALSE,55x143x163
Premium Leather Wardrobe Model 7437,Wardrobe,Leather,Red,Industrial,TRUE,72x14x151
Premium Leather Wardrobe Model 8685,Wardrobe,Leather,Natural,Modern,TRUE,141x13x70
Oak Stool Model 6105,Stool,Oak,Walnut Finish,Bohemian,FALSE,180x137x82
Compact Plywood Bed Model 4924,Bed,Plywood,Black,Bohemian,TRUE,68x34x25
Leather Sofa Model 7149,Sofa,Leather,Green,Industrial,TRUE,144x80x102
Plastic Bench Model 1043,Bench,Plastic,Black,Rustic,FALSE,126x167x106
Modern Aluminum Cabinet Model 6767,Cabinet,Aluminum,Walnut Finish,Traditional,TRUE,140x89x144
Steel Dining Table Model 7792,Dining Table,Steel,Natural,Bohemian,TRUE,56x109x11
Leather Wardrobe Model 2702,Wardrobe,Leather,Yellow,Japanese,FALSE,61x140x172
Walnut Sofa Model 3197,Sofa,Walnut,Oak Finish,Bohemian,FALSE,28x16x116
Slim Plywood Coffee Table Model 9918,Coffee Table,Plywood,Red,Contemporary,TRUE,47x29x120
Compact Wood Nightstand Model 5486,Nightstand,Wood,Oak Finish,Scandinavian,TRUE,98x78x200
Modern Teak Bookshelf Model 8551,Bookshelf,Teak,Oak Finish,Japanese,TRUE,185x128x53
Wood Nightstand Model 1418,Nightstand,Wood,White,Industrial,TRUE,118x121x123
Plastic Sofa Model 4833,Sofa,Plastic,Beige,Minimalist,TRUE,41x137x30
Modern Fabric Bookshelf Model 6846,Bookshelf,Fabric,Yellow,Minimalist,TRUE,154x151x187
Vintage Plastic Desk Model 3912,Desk,Plastic,Espresso,Traditional,TRUE,101x177x56
Slim Bamboo Chair Model 3272,Chair,Bamboo,Yellow,Minimalist,FALSE,150x10x40
Classic Leather Desk Model 3723,Desk,Leather,Yellow,Bohemian,FALSE,24x132x198
Extendable Oak Dresser Model 2038,Dresser,Oak,White,Rustic,FALSE,71x23x73
Premium Wicker Desk Model 8968,Desk,Wicker,Natural,Scandinavian,TRUE,71x153x68
Plastic Wardrobe Model 8894,Wardrobe,Plastic,Natural,Industrial,FALSE,75x63x162
Aluminum Bookshelf Model 6838,Bookshelf,Aluminum,Oak Finish,Contemporary,TRUE,58x67x16
Plywood Dining Table Model 5710,Dining Table,Plywood,Brown,Modern,TRUE,42x161x176
Bamboo Chair Model 6450,Chair,Bamboo,Blue,Japanese,FALSE,181x140x136
Vintage Wicker Sofa Model 6160,Sofa,Wicker,Yellow,Japanese,TRUE,129x134x53
Deluxe Wood Sofa Model 8918,Sofa,Wood,Yellow,Japanese,FALSE,156x186x69
Oak Sofa Model 3045,Sofa,Oak,Black,Mid-Century,FALSE,192x12x17
Oak Stool Model 7463,Stool,Oak,Brown,Minimalist,FALSE,145x111x94
Pine Recliner Model 5813,Recliner,Pine,Gray,Mid-Century,FALSE,113x106x11
Aluminum Armchair Model 7200,Armchair,Aluminum,Gray,Bohemian,FALSE,130x77x36
Premium Wood Cabinet Model 9900,Cabinet,Wood,Beige,Modern,TRUE,138x173x49
Teak Nightstand Model 9740,Nightstand,Teak,Oak Finish,Scandinavian,FALSE,11x88x65
Premium Pine Dresser Model 7588,Dresser,Pine,Blue,Modern,FALSE,133x122x105
Oak Cabinet Model 7860,Cabinet,Oak,Walnut Finish,Bohemian,TRUE,65x180x199
Leather Sofa Model 8698,Sofa,Leather,Gray,Bohemian,FALSE,90x48x76
Glass Bed Model 8986,Bed,Glass,Blue,Industrial,FALSE,50x166x141
Extendable Pine Dresser Model 1187,Dresser,Pine,Yellow,Industrial,FALSE,71x163x103
Oak Cabinet Model 1684,Cabinet,Oak,Mahogany,Bohemian,FALSE,58x56x163
Deluxe Walnut Armchair Model 1494,Armchair,Walnut,Gray,Rustic,FALSE,194x87x126
Plastic Bench Model 4304,Bench,Plastic,Mahogany,Mid-Century,FALSE,128x19x80
Deluxe Marble Chair Model 9749,Chair,Marble,Green,Mid-Century,FALSE,109x96x157
Classic Fabric Recliner Model 7306,Recliner,Fabric,Gray,Traditional,TRUE,185x74x15
Fabric Bench Model 9870,Bench,Fabric,Gray,Bohemian,TRUE,23x142x200
Plastic Table Model 9141,Table,Plastic,Espresso,Modern,FALSE,119x169x173
Walnut Bookshelf Model 8762,Bookshelf,Walnut,Gray,Japanese,TRUE,36x185x138
Plywood Armchair Model 7952,Armchair,Plywood,Red,Modern,TRUE,109x91x139
Modern Aluminum Armchair Model 5050,Armchair,Aluminum,Gray,Bohemian,TRUE,18x77x147
Fabric Bench Model 8360,Bench,Fabric,Beige,Bohemian,TRUE,47x108x93
Oak Recliner Model 2092,Recliner,Oak,White,Contemporary,TRUE,160x40x52
Pine Recliner Model 9749,Recliner,Pine,Beige,Traditional,TRUE,76x157x182
Marble Bed Model 1423,Bed,Marble,Walnut Finish,Bohemian,FALSE,35x194x188
Compact Plywood Nightstand Model 7027,Nightstand,Plywood,Beige,Minimalist,TRUE,190x81x64
Walnut Armchair Model 3031,Armchair,Walnut,Green,Industrial,FALSE,154x113x136
Fabric Table Model 8130,Table,Fabric,Oak Finish,Modern,FALSE,75x150x191
Deluxe Plastic Sofa Model 1037,Sofa,Plastic,Mahogany,Rustic,TRUE,123x104x115
Aluminum Chair Model 1834,Chair,Aluminum,Gray,Modern,FALSE,20x123x165
Aluminum Recliner Model 9586,Recliner,Aluminum,Yellow,Bohemian,TRUE,197x153x138
Oak Bench Model 3520,Bench,Oak,Espresso,Rustic,TRUE,200x78x76
Marble Recliner Model 3444,Recliner,Marble,Oak Finish,Traditional,FALSE,39x174x162
Oak Recliner Model 7682,Recliner,Oak,Gray,Bohemian,FALSE,80x124x197
Bamboo Nightstand Model 4987,Nightstand,Bamboo,Walnut Finish,Mid-Century,FALSE,27x25x189
Glass Bench Model 6809,Bench,Glass,Yellow,Scandinavian,TRUE,120x187x136
Steel Armchair Model 4195,Armchair,Steel,Beige,Minimalist,TRUE,172x37x131
Vintage Walnut Wardrobe Model 5213,Wardrobe,Walnut,Gray,Japanese,FALSE,106x25x21
Steel Wardrobe Model 7701,Wardrobe,Steel,Gray,Modern,FALSE,129x100x47
Pine Recliner Model 2810,Recliner,Pine,Natural,Mid-Century,FALSE,157x190x198
Steel Armchair Model 4489,Armchair,Steel,Red,Bohemian,FALSE,12x115x85
Oak Desk Model 1385,Desk,Oak,Red,Scandinavian,TRUE,141x150x171
Fabric Sofa Model 8567,Sofa,Fabric,Walnut Finish,Bohemian,TRUE,122x18x46
Plastic Nightstand Model 7492,Nightstand,Plastic,Gray,Modern,TRUE,157x27x91
Classic Leather Wardrobe Model 3066,Wardrobe,Leather,Brown,Mid-Century,FALSE,108x129x141
Plywood Desk Model 8140,Desk,Plywood,Natural,Industrial,FALSE,187x37x91
Wood Nightstand Model 7436,Nightstand,Wood,Cream,Scandinavian,TRUE,75x17x189
Glass Recliner Model 3535,Recliner,Glass,Black,Scandinavian,TRUE,192x120x108
Leather Armchair Model 5693,Armchair,Leather,Green,Minimalist,FALSE,69x198x172
Plastic Desk Model 7748,Desk,Plastic,White,Modern,FALSE,66x95x67
Bamboo Desk Model 2200,Desk,Bamboo,Mahogany,Bohemian,TRUE,103x151x27
Modern Bamboo Dresser Model 8423,Dresser,Bamboo,Natural,Minimalist,TRUE,106x123x152
Modern Plastic Coffee Table Model 7099,Coffee Table,Plastic,Blue,Minimalist,FALSE,40x17x122
Vintage Oak Table Model 9154,Table,Oak,Blue,Minimalist,FALSE,19x153x112
Compact Walnut Recliner Model 5739,Recliner,Walnut,Espresso,Rustic,FALSE,182x160x159
Plywood Dining Table Model 7506,Dining Table,Plywood,White,Minimalist,FALSE,73x90x120
Wood Table Model 6484,Table,Wood,Green,Scandinavian,TRUE,103x32x133
Oak Armchair Model 4289,Armchair,Oak,Blue,Modern,FALSE,160x95x65
Deluxe Teak Bed Model 4242,Bed,Teak,White,Mid-Century,FALSE,145x175x15
Deluxe Marble Bed Model 3613,Bed,Marble,Red,Bohemian,FALSE,32x111x80
Steel Coffee Table Model 8070,Coffee Table,Steel,Blue,Scandinavian,TRUE,48x46x42
Walnut Bookshelf Model 1641,Bookshelf,Walnut,Walnut Finish,Mid-Century,TRUE,10x37x79
Aluminum Sofa Model 2184,Sofa,Aluminum,Yellow,Mid-Century,FALSE,21x152x163
Glass Bookshelf Model 2956,Bookshelf,Glass,Red,Rustic,FALSE,141x38x134
Wood Dresser Model 9539,Dresser,Wood,Mahogany,Japanese,FALSE,141x148x161
Wicker Table Model 1684,Table,Wicker,Oak Finish,Contemporary,FALSE,14x59x65
Oak Wardrobe Model 6569,Wardrobe,Oak,Oak Finish,Japanese,TRUE,187x194x22
Leather Bench Model 6591,Bench,Leather,Mahogany,Industrial,FALSE,161x161x19
Premium Steel Desk Model 2122,Desk,Steel,Espresso,Industrial,FALSE,117x15x45
Aluminum Bed Model 8047,Bed,Aluminum,Walnut Finish,Rustic,FALSE,76x46x139
Aluminum Sofa Model 9580,Sofa,Aluminum,Mahogany,Minimalist,FALSE,50x23x127
Marble Bookshelf Model 5316,Bookshelf,Marble,Beige,Contemporary,FALSE,163x29x54
Compact Wood Coffee Table Model 3435,Coffee Table,Wood,Oak Finish,Traditional,TRUE,195x76x200
Wicker Dining Table Model 9117,Dining Table,Wicker,Green,Minimalist,TRUE,117x110x100
Deluxe Teak Recliner Model 2581,Recliner,Teak,Oak Finish,Contemporary,FALSE,24x87x70
Classic Plastic Coffee Table Model 7519,Coffee Table,Plastic,Cream,Modern,FALSE,46x195x190
Glass Bench Model 3082,Bench,Glass,Espresso,Scandinavian,TRUE,130x47x79
Leather Recliner Model 4053,Recliner,Leather,Brown,Modern,TRUE,181x155x103
Fabric Nightstand Model 9914,Nightstand,Fabric,Brown,Minimalist,TRUE,186x92x139
Marble Stool Model 1592,Stool,Marble,Gray,Rustic,FALSE,79x172x81
Plywood Cabinet Model 9437,Cabinet,Plywood,Cream,Mid-Century,TRUE,160x54x13
Marble Dining Table Model 7240,Dining Table,Marble,Green,Minimalist,TRUE,104x180x163
Pine Dining Table Model 8136,Dining Table,Pine,White,Mid-Century,TRUE,71x116x147
Deluxe Steel Dresser Model 8700,Dresser,Steel,Espresso,Scandinavian,TRUE,146x62x166
Vintage Wicker Nightstand Model 1536,Nightstand,Wicker,Cream,Mid-Century,TRUE,32x126x137
Plywood Bed Model 3129,Bed,Plywood,Natural,Bohemian,FALSE,14x44x108
Plastic Wardrobe Model 6976,Wardrobe,Plastic,Red,Industrial,FALSE,34x174x82
Compact Marble Dresser Model 4554,Dresser,Marble,Black,Japanese,TRUE,145x120x179
Fabric Dining Table Model 1818,Dining Table,Fabric,Oak Finish,Traditional,FALSE,173x134x200
Fabric Bookshelf Model 1847,Bookshelf,Fabric,Red,Scandinavian,TRUE,30x179x25
Slim Wood Wardrobe Model 9344,Wardrobe,Wood,Beige,Industrial,TRUE,110x14x31
Fabric Armchair Model 6665,Armchair,Fabric,Mahogany,Mid-Century,TRUE,82x46x44
Vintage Glass Bench Model 3124,Bench,Glass,Yellow,Industrial,FALSE,136x132x125
Fabric Desk Model 6932,Desk,Fabric,Red,Rustic,FALSE,22x52x37
Aluminum Nightstand Model 5619,Nightstand,Aluminum,Black,Modern,FALSE,18x68x192
Glass Coffee Table Model 7491,Coffee Table,Glass,Beige,Industrial,FALSE,148x139x86
Pine Desk Model 5675,Desk,Pine,Espresso,Japanese,TRUE,104x179x138
Fabric Wardrobe Model 1917,Wardrobe,Fabric,Espresso,Mid-Century,TRUE,184x160x55
Glass Bench Model 3461,Bench,Glass,White,Japanese,FALSE,89x114x30
Oak Dining Table Model 5748,Dining Table,Oak,Cream,Mid-Century,FALSE,175x125x144
Bamboo Bed Model 9466,Bed,Bamboo,Espresso,Traditional,TRUE,193x116x30
Teak Dresser Model 5760,Dresser,Teak,Yellow,Minimalist,FALSE,159x44x190
Steel Bed Model 6493,Bed,Steel,Mahogany,Contemporary,TRUE,68x171x95
Slim Steel Chair Model 8546,Chair,Steel,Yellow,Rustic,FALSE,45x112x182
Bamboo Stool Model 7210,Stool,Bamboo,Walnut Finish,Traditional,FALSE,84x154x169
Plywood Recliner Model 2407,Recliner,Plywood,Red,Traditional,TRUE,44x15x21
Wood Sofa Model 2596,Sofa,Wood,Espresso,Japanese,TRUE,139x114x180
Eco Marble Dining Table Model 3985,Dining Table,Marble,Natural,Bohemian,FALSE,92x160x97
Plastic Sofa Model 1700,Sofa,Plastic,Oak Finish,Traditional,FALSE,123x35x171
Plywood Table Model 1025,Table,Plywood,Beige,Japanese,FALSE,141x187x133
Plastic Desk Model 8926,Desk,Plastic,White,Scandinavian,FALSE,194x187x160
Leather Coffee Table Model 5872,Coffee Table,Leather,Blue,Scandinavian,TRUE,21x98x39
Steel Armchair Model 3544,Armchair,Steel,Yellow,Mid-Century,TRUE,56x177x65
Premium Glass Bookshelf Model 6366,Bookshelf,Glass,Espresso,Industrial,FALSE,105x182x124
Fabric Recliner Model 5107,Recliner,Fabric,Red,Industrial,TRUE,109x95x146
Extendable Wicker Recliner Model 2140,Recliner,Wicker,Natural,Industrial,FALSE,163x33x75
Fabric Table Model 2229,Table,Fabric,Walnut Finish,Mid-Century,TRUE,140x17x115
Plywood Bed Model 1577,Bed,Plywood,Yellow,Traditional,FALSE,110x110x191
Marble Dining Table Model 5472,Dining Table,Marble,Espresso,Mid-Century,TRUE,127x40x53
Pine Wardrobe Model 7390,Wardrobe,Pine,Gray,Minimalist,TRUE,198x22x65
Wicker Cabinet Model 7338,Cabinet,Wicker,Espresso,Industrial,FALSE,193x46x102
Classic Bamboo Bench Model 9021,Bench,Bamboo,Red,Bohemian,FALSE,153x33x24
Aluminum Recliner Model 5874,Recliner,Aluminum,Beige,Industrial,FALSE,78x195x116
Extendable Aluminum Bed Model 2444,Bed,Aluminum,Cream,Bohemian,TRUE,178x113x181
Slim Steel Dresser Model 7469,Dresser,Steel,Espresso,Traditional,FALSE,110x188x86
Extendable Glass Bookshelf Model 6216,Bookshelf,Glass,Yellow,Japanese,FALSE,110x112x65
Wood Table Model 4290,Table,Wood,Cream,Bohemian,TRUE,23x101x183
Leather Bed Model 8296,Bed,Leather,Brown,Japanese,TRUE,86x138x37
Glass Bed Model 4201,Bed,Glass,Mahogany,Minimalist,FALSE,171x181x171
Marble Dresser Model 3622,Dresser,Marble,Green,Minimalist,TRUE,162x91x158
Deluxe Fabric Coffee Table Model 2002,Coffee Table,Fabric,Red,Mid-Century,TRUE,131x32x56
Corner Marble Coffee Table Model 2574,Coffee Table,Marble,Espresso,Traditional,TRUE,132x12x22
Vintage Marble Cabinet Model 2718,Cabinet,Marble,Gray,Industrial,FALSE,140x156x59
Compact Teak Recliner Model 1322,Recliner,Teak,Brown,Bohemian,FALSE,149x147x83
Wicker Bed Model 2369,Bed,Wicker,Red,Mid-Century,TRUE,144x78x54
Steel Nightstand Model 6786,Nightstand,Steel,Mahogany,Traditional,TRUE,131x121x180
Eco Wicker Nightstand Model 3564,Nightstand,Wicker,Beige,Traditional,FALSE,43x186x149
Vintage Bamboo Bench Model 8162,Bench,Bamboo,Red,Japanese,TRUE,150x192x55
Pine Dresser Model 3354,Dresser,Pine,Gray,Minimalist,FALSE,144x166x137
Wicker Sofa Model 6746,Sofa,Wicker,Mahogany,Industrial,FALSE,86x134x50
Deluxe Bamboo Dining Table Model 9172,Dining Table,Bamboo,Cream,Rustic,FALSE,92x18x126
Walnut Cabinet Model 2682,Cabinet,Walnut,Beige,Industrial,TRUE,150x100x195
Bamboo Chair Model 9844,Chair,Bamboo,Beige,Japanese,FALSE,199x89x99
Classic Oak Table Model 9895,Table,Oak,Cream,Minimalist,FALSE,145x12x37
Bamboo Table Model 7888,Table,Bamboo,Walnut Finish,Contemporary,FALSE,76x74x137
Steel Dining Table Model 8316,Dining Table,Steel,Yellow,Industrial,FALSE,106x59x108
Leather Wardrobe Model 4968,Wardrobe,Leather,Espresso,Minimalist,TRUE,86x123x123
Slim Oak Bookshelf Model 4749,Bookshelf,Oak,Yellow,Bohemian,TRUE,49x187x120
Vintage Bamboo Desk Model 2216,Desk,Bamboo,Black,Traditional,TRUE,134x84x62
Vintage Glass Recliner Model 1823,Recliner,Glass,Brown,Minimalist,TRUE,163x84x12
Walnut Bench Model 5136,Bench,Walnut,Cream,Japanese,FALSE,16x169x132
Aluminum Dining Table Model 5418,Dining Table,Aluminum,Yellow,Modern,FALSE,125x70x114
Wood Coffee Table Model 6195,Coffee Table,Wood,Yellow,Contemporary,TRUE,122x86x134
Leather Dresser Model 4358,Dresser,Leather,Green,Minimalist,FALSE,144x125x86
Modern Walnut Nightstand Model 8416,Nightstand,Walnut,Cream,Minimalist,FALSE,77x77x195
Steel Coffee Table Model 4983,Coffee Table,Steel,Walnut Finish,Bohemian,FALSE,56x96x132
Vintage Fabric Bookshelf Model 5549,Bookshelf,Fabric,Red,Mid-Century,TRUE,46x66x139
Bamboo Bookshelf Model 7048,Bookshelf,Bamboo,Red,Mid-Century,TRUE,168x30x150
Wicker Recliner Model 9812,Recliner,Wicker,Blue,Mid-Century,TRUE,42x197x57
Classic Plywood Chair Model 1978,Chair,Plywood,Espresso,Japanese,FALSE,83x99x199
Fabric Sofa Model 6277,Sofa,Fabric,Gray,Bohemian,FALSE,18x92x196
Marble Bed Model 5962,Bed,Marble,Gray,Rustic,FALSE,114x42x178
Classic Steel Recliner Model 4838,Recliner,Steel,White,Industrial,FALSE,96x70x61
Walnut Nightstand Model 7036,Nightstand,Walnut,Espresso,Industrial,FALSE,90x159x181
Modern Marble Table Model 9253,Table,Marble,Green,Scandinavian,FALSE,10x144x135
Pine Recliner Model 8711,Recliner,Pine,Cream,Minimalist,TRUE,189x131x58
Teak Armchair Model 1776,Armchair,Teak,Green,Industrial,FALSE,126x66x158
Slim Teak Dresser Model 7748,Dresser,Teak,Green,Bohemian,FALSE,138x93x95
Eco Pine Table Model 5789,Table,Pine,Walnut Finish,Japanese,TRUE,123x190x45
Slim Aluminum Coffee Table Model 2338,Coffee Table,Aluminum,Yellow,Japanese,TRUE,191x56x186
Leather Cabinet Model 8350,Cabinet,Leather,Blue,Scandinavian,FALSE,84x108x70
Wicker Table Model 2284,Table,Wicker,Yellow,Rustic,FALSE,137x40x27
Eco Fabric Armchair Model 8246,Armchair,Fabric,Blue,Industrial,TRUE,193x161x151
Slim Plywood Armchair Model 9205,Armchair,Plywood,Natural,Contemporary,FALSE,192x90x61
Wicker Table Model 6549,Table,Wicker,Gray,Bohemian,FALSE,46x121x143
Teak Stool Model 1544,Stool,Teak,Yellow,Minimalist,TRUE,99x31x58
Vintage Leather Chair Model 8347,Chair,Leather,Yellow,Bohemian,TRUE,91x109x150
Bamboo Dresser Model 4000,Dresser,Bamboo,Red,Japanese,FALSE,67x125x155
Compact Steel Cabinet Model 3795,Cabinet,Steel,Brown,Traditional,FALSE,36x132x71
Teak Table Model 4149,Table,Teak,Walnut Finish,Bohemian,FALSE,145x65x18
Bamboo Dining Table Model 4345,Dining Table,Bamboo,Brown,Contemporary,FALSE,142x41x118
Aluminum Armchair Model 7466,Armchair,Aluminum,Gray,Contemporary,FALSE,21x112x131
Wicker Recliner Model 6828,Recliner,Wicker,Walnut Finish,Minimalist,TRUE,198x93x84
Pine Sofa Model 8240,Sofa,Pine,Natural,Minimalist,TRUE,100x13x85
Aluminum Chair Model 9227,Chair,Aluminum,Blue,Contemporary,TRUE,170x148x91
Corner Bamboo Bench Model 4460,Bench,Bamboo,Red,Scandinavian,FALSE,102x130x171
Modern Wood Cabinet Model 3505,Cabinet,Wood,Beige,Japanese,TRUE,83x31x104
Premium Pine Chair Model 5009,Chair,Pine,Red,Rustic,TRUE,143x181x40
Eco Pine Dining Table Model 2408,Dining Table,Pine,Cream,Modern,FALSE,121x32x69
Wood Wardrobe Model 8216,Wardrobe,Wood,Mahogany,Rustic,FALSE,21x20x20
Wicker Wardrobe Model 1555,Wardrobe,Wicker,Beige,Rustic,TRUE,43x170x132
Leather Table Model 1608,Table,Leather,Oak Finish,Traditional,FALSE,89x165x88
Wicker Dresser Model 9293,Dresser,Wicker,Green,Minimalist,TRUE,177x110x64
Leather Stool Model 3295,Stool,Leather,Brown,Mid-Century,FALSE,102x93x140
Modern Fabric Sofa Model 4619,Sofa,Fabric,Natural,Contemporary,FALSE,174x180x57
Plastic Bookshelf Model 7667,Bookshelf,Plastic,Cream,Traditional,TRUE,181x165x19
Corner Oak Chair Model 6848,Chair,Oak,Natural,Rustic,TRUE,79x189x195
Classic Fabric Dining Table Model 6180,Dining Table,Fabric,Cream,Scandinavian,FALSE,38x199x122
Slim Marble Chair Model 8337,Chair,Marble,Yellow,Contemporary,TRUE,161x138x39
Classic Leather Coffee Table Model 2681,Coffee Table,Leather,Beige,Contemporary,TRUE,170x149x85
Marble Coffee Table Model 2571,Coffee Table,Marble,Black,Scandinavian,TRUE,107x74x93
Walnut Bookshelf Model 3514,Bookshelf,Walnut,Green,Bohemian,TRUE,38x49x99
Leather Dresser Model 8231,Dresser,Leather,Black,Scandinavian,FALSE,111x54x51
Walnut Nightstand Model 6063,Nightstand,Walnut,Red,Traditional,FALSE,19x152x25
Eco Steel Armchair Model 4612,Armchair,Steel,Red,Industrial,FALSE,34x118x19
Aluminum Bookshelf Model 5342,Bookshelf,Aluminum,Green,Modern,FALSE,124x32x116
Wood Bench Model 5300,Bench,Wood,Oak Finish,Rustic,FALSE,57x120x76
Wicker Wardrobe Model 3350,Wardrobe,Wicker,Cream,Contemporary,FALSE,199x162x83
Plastic Nightstand Model 2876,Nightstand,Plastic,Black,Traditional,FALSE,152x21x75
Teak Recliner Model 1342,Recliner,Teak,Green,Scandinavian,TRUE,123x73x162
Walnut Coffee Table Model 6119,Coffee Table,Walnut,Blue,Scandinavian,FALSE,181x116x10
Plastic Recliner Model 6095,Recliner,Plastic,Cream,Modern,FALSE,10x53x121
Eco Glass Sofa Model 5627,Sofa,Glass,Blue,Industrial,FALSE,108x32x152
Aluminum Stool Model 3497,Stool,Aluminum,Oak Finish,Bohemian,TRUE,146x75x41
Vintage Wicker Nightstand Model 6760,Nightstand,Wicker,Black,Japanese,FALSE,46x133x96
Wicker Table Model 9246,Table,Wicker,Green,Contemporary,FALSE,175x144x54
Compact Fabric Table Model 2176,Table,Fabric,White,Mid-Century,TRUE,88x18x187
Plywood Desk Model 9007,Desk,Plywood,Yellow,Industrial,TRUE,197x73x48
Premium Fabric Dining Table Model 5054,Dining Table,Fabric,White,Mid-Century,TRUE,124x124x194
Fabric Dining Table Model 6500,Dining Table,Fabric,Brown,Bohemian,TRUE,158x172x84
Bamboo Coffee Table Model 5820,Coffee Table,Bamboo,Red,Mid-Century,TRUE,157x84x78
Pine Stool Model 7833,Stool,Pine,Black,Industrial,FALSE,50x196x113
Bamboo Dining Table Model 1074,Dining Table,Bamboo,Brown,Traditional,FALSE,68x113x176
Walnut Dining Table Model 4428,Dining Table,Walnut,Red,Contemporary,TRUE,58x29x111
Walnut Sofa Model 2758,Sofa,Walnut,Mahogany,Industrial,TRUE,97x72x87
Compact Walnut Chair Model 9749,Chair,Walnut,Gray,Contemporary,TRUE,177x91x180
Bamboo Sofa Model 7521,Sofa,Bamboo,Natural,Modern,TRUE,50x73x118
Bamboo Cabinet Model 4638,Cabinet,Bamboo,Natural,Modern,FALSE,59x28x38
Plastic Nightstand Model 8930,Nightstand,Plastic,Espresso,Industrial,TRUE,102x134x72
Premium Pine Bookshelf Model 2383,Bookshelf,Pine,Black,Minimalist,FALSE,13x138x117
Premium Glass Desk Model 6787,Desk,Glass,Mahogany,Bohemian,TRUE,46x115x177
Pine Desk Model 9101,Desk,Pine,White,Rustic,TRUE,47x96x36
Teak Cabinet Model 2626,Cabinet,Teak,Walnut Finish,Bohemian,TRUE,96x21x116
Eco Steel Cabinet Model 5736,Cabinet,Steel,Natural,Contemporary,FALSE,167x158x137
Extendable Leather Table Model 9576,Table,Leather,White,Traditional,FALSE,174x100x57
Corner Bamboo Dining Table Model 7130,Dining Table,Bamboo,Green,Bohemian,TRUE,117x151x33
Slim Bamboo Coffee Table Model 2863,Coffee Table,Bamboo,Walnut Finish,Scandinavian,TRUE,130x60x23
Steel Armchair Model 4238,Armchair,Steel,Walnut Finish,Rustic,TRUE,168x12x164
Wood Cabinet Model 6591,Cabinet,Wood,Walnut Finish,Japanese,FALSE,55x111x20
Wood Recliner Model 5661,Recliner,Wood,Cream,Scandinavian,FALSE,177x124x169
Modern Steel Desk Model 8566,Desk,Steel,Gray,Scandinavian,FALSE,54x49x162
Aluminum Stool Model 8430,Stool,Aluminum,White,Traditional,TRUE,93x75x19
Plastic Sofa Model 5845,Sofa,Plastic,Yellow,Industrial,FALSE,84x70x174
Bamboo Bed Model 6100,Bed,Bamboo,Beige,Bohemian,FALSE,126x149x23
Fabric Chair Model 3845,Chair,Fabric,Oak Finish,Traditional,FALSE,119x65x112
Marble Dining Table Model 4967,Dining Table,Marble,Oak Finish,Contemporary,FALSE,102x173x176
Plywood Nightstand Model 6508,Nightstand,Plywood,Natural,Rustic,FALSE,102x19x13
Oak Recliner Model 1888,Recliner,Oak,Red,Japanese,TRUE,123x47x34
Compact Pine Bed Model 9197,Bed,Pine,Gray,Minimalist,TRUE,70x38x105
Modern Marble Dining Table Model 1301,Dining Table,Marble,Green,Rustic,FALSE,113x17x33
Premium Walnut Stool Model 6355,Stool,Walnut,Walnut Finish,Industrial,TRUE,54x108x23
Steel Stool Model 3137,Stool,Steel,Green,Rustic,FALSE,68x69x39
Classic Steel Coffee Table Model 3558,Coffee Table,Steel,Brown,Japanese,TRUE,131x31x186
Deluxe Steel Armchair Model 5834,Armchair,Steel,Yellow,Traditional,TRUE,95x38x164
Eco Wood Nightstand Model 1190,Nightstand,Wood,Beige,Modern,FALSE,122x69x173
Aluminum Nightstand Model 4700,Nightstand,Aluminum,Espresso,Bohemian,FALSE,32x130x120
Classic Wicker Dresser Model 2792,Dresser,Wicker,White,Rustic,TRUE,190x57x144
Fabric Coffee Table Model 7502,Coffee Table,Fabric,Black,Japanese,FALSE,15x53x85
Glass Desk Model 8213,Desk,Glass,Blue,Mid-Century,TRUE,180x87x158
Vintage Wicker Chair Model 9165,Chair,Wicker,Red,Modern,TRUE,192x136x184
Oak Recliner Model 3674,Recliner,Oak,Espresso,Minimalist,TRUE,90x144x128
Modern Leather Sofa Model 5084,Sofa,Leather,Oak Finish,Contemporary,FALSE,39x33x27
Corner Aluminum Bookshelf Model 2900,Bookshelf,Aluminum,Mahogany,Rustic,FALSE,103x88x116
Slim Glass Armchair Model 8269,Armchair,Glass,Black,Industrial,FALSE,33x156x10
Leather Dining Table Model 6083,Dining Table,Leather,Yellow,Minimalist,FALSE,177x23x148
Modern Fabric Nightstand Model 4146,Nightstand,Fabric,Mahogany,Japanese,TRUE,136x113x32
Wood Armchair Model 4379,Armchair,Wood,Green,Modern,TRUE,39x36x182
Fabric Cabinet Model 4631,Cabinet,Fabric,Gray,Contemporary,TRUE,126x51x17
Wicker Dresser Model 7237,Dresser,Wicker,Red,Traditional,FALSE,76x13x17
Marble Bed Model 5763,Bed,Marble,Black,Minimalist,FALSE,195x24x191
Premium Bamboo Armchair Model 5766,Armchair,Bamboo,Oak Finish,Scandinavian,FALSE,62x79x186
Slim Plastic Desk Model 3000,Desk,Plastic,Cream,Modern,FALSE,84x178x111
Classic Aluminum Dining Table Model 3389,Dining Table,Aluminum,Brown,Contemporary,FALSE,85x42x200
